i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,18.3,18.33,68.69019855440078,0.99,2,1421.7,13101,1792.231776254
2,2023-10-26,19.15,19.44,55.62036804314982,0.99,2,1487.4,16542,1718.213985311
3,2023-10-26,20.12,20.48,35.3848708785827,0.99,2,1460.8000000000002,18032,2116.569267177
4,2023-10-26,21.33,21.56,94.74767127807183,0.99,2,1453.4,13858,1339.896403477
5,2023-10-26,22.28,22.57,49.301052792731284,0.99,2,1512.9,16261,1722.645515202
6,2023-10-27,23.33,0.6,50.8101655188054,0.99,2,1449.0,14710,1982.668015573
7,2023-10-27,0.53,1.16,86.55363187142896,0.99,2,1472.7000000000003,13964,1385.343499698
8,2023-10-27,1.51,2.19,75.95263158409244,0.99,2,1500.8,14380,1665.455257226
9,2023-10-27,2.52,3.25,58.48680335719448,0.99,2,1480.6999999999998,15265,1978.360291817
10,2023-10-27,4.10,4.33,68.69019855440078,0.99,2,1485.1,14301,1363.753077349
