i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,17.42,18.16,183.9270906198804,0.99,6,4934.0,11967,2006.50392216
2,2023-10-26,18.45,19.28,111.2770057359831,0.99,5,4800.700000000001,11995,2556.388752894
3,2023-10-26,19.50,20.44,16.157076965820618,0.99,6,4839.1,20000,3273.293018909
4,2023-10-26,20.59,21.50,25.396802221606315,0.99,6,4971.2,20000,3047.954828478
5,2023-10-26,22.4,22.40,151.95479134350978,0.99,6,4983.4,12524,2198.106803863
6,2023-10-26,23.10,23.59,70.79281598187858,0.99,5,4800.700000000001,15099,2941.201372552
7,2023-10-27,0.16,0.54,117.01174554632208,0.99,5,4808.700000000001,13592,2310.11804344
8,2023-10-27,1.22,2.12,20.358853537312864,0.99,6,4881.000000000001,20000,2997.730774553
9,2023-10-27,2.25,3.4,128.0892570650864,0.99,6,4883.3,14544,2342.06253411
10,2023-10-27,3.34,4.2,326.16669208582175,0.99,6,4923.7,10178,1725.211882427
