i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,17.42,18.25,243.7026504269723,0.99,6,5014.4,10316,2548.8993699
2,2023-10-26,18.45,19.28,140.2154775051255,0.99,5,5045.3,11262,2548.846687402
3,2023-10-26,19.50,20.37,98.63425445424424,0.99,6,4995.299999999999,11749,2799.666265653
4,2023-10-26,20.59,21.33,751.1357932086722,0.99,6,4971.6,7650,2023.146772906
5,2023-10-26,22.4,22.50,106.89224771473239,0.99,5,5045.3,13394,2761.52508307
6,2023-10-26,23.10,23.52,171.4320677081391,0.99,5,5045.3,12104,2544.845062286
7,2023-10-27,0.16,0.52,410.98893859157744,0.99,6,4887.8,8974,2202.656570336
8,2023-10-27,1.22,2.2,218.19630559150727,0.99,5,5045.3,12062,2417.632622552
9,2023-10-27,2.25,3.2,307.0794659945892,0.99,5,5045.3,10346,2192.909767484
10,2023-10-27,3.33,4.22,161.39988871798124,0.99,5,5045.3,14029,2914.634394739
