i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,6.50,7.24,163.03019062422334,0.99,4,21058.4,17541,2078.304499126
2,2023-10-26,7.58,8.21,679.3137472754427,0.99,4,21076.5,11121,1429.131579236
3,2023-10-26,9.3,9.25,751.1357932086715,0.99,4,21065.799999999996,10346,1280.925124752
4,2023-10-26,10.8,10.35,533.7219619841542,0.99,4,21090.8,11924,1600.568652338
5,2023-10-26,11.12,11.50,71.50789493119039,0.99,4,21090.500000000004,20000,2310.604977036
6,2023-10-26,12.19,12.44,459.0320324600124,0.99,4,21065.8,12069,1501.338806255
7,2023-10-26,13.23,13.47,693.1065679782087,0.99,4,21055.899999999998,10765,1414.646079103
8,2023-10-26,14.29,14.58,213.85419911023632,0.99,3,21099.299999999996,14030,1715.857042189
9,2023-10-26,15.33,15.52,1025.7166965695685,0.99,4,21158.799999999996,8676,1109.626826538
10,2023-10-26,16.38,17.0,539.1130929132875,0.99,4,21096.399999999998,11520,1346.001087916
