i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,7.40,7.52,427.84785103529424,0.99,11,5893.200000000002,10221,699.933899403
2,2023-10-26,8.39,8.59,180.26694151654476,0.99,11,5896.299999999999,14083,1192.449161794
3,2023-10-26,9.41,10.1,274.9399930022943,0.99,11,5925.099999999998,11823,1178.296652073
4,2023-10-26,10.51,11.7,294.9793097873329,0.99,11,5889.199999999999,12567,946.743653889
5,2023-10-26,11.52,12.14,158.18803093249338,0.99,11,5916.899999999999,14419,1302.470138063
6,2023-10-26,12.50,13.15,222.62657442251526,0.99,11,5893.699999999999,13738,1501.502127412
7,2023-10-26,13.49,14.15,300.9685846212967,0.99,11,5954.399999999999,11987,1586.551182473
8,2023-10-26,15.5,15.29,173.16370475569607,0.99,11,5891.400000000001,14088,1392.553654665
9,2023-10-26,16.12,16.31,283.3559480142659,0.99,10,5877.399999999999,13136,1173.386465936
10,2023-10-26,17.25,17.38,236.46443800664056,0.99,12,5929.5999999999985,12340,784.420624793
