i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,6.50,7.46,65.98353065746517,0.99,25,22025.09999999999,17528,3383.685514023
2,2023-10-26,7.58,8.50,107.97196738861844,0.99,25,21974.699999999993,15464,3132.347380022
3,2023-10-26,9.3,9.57,100.63692934827485,0.99,25,21988.99999999999,16430,3222.204226953
4,2023-10-26,10.8,11.7,38.347411903051274,0.99,25,21989.69999999998,20000,3510.529325986
5,2023-10-26,11.12,12.0,178.46427210137935,0.99,25,21995.399999999987,13932,2863.68581906
6,2023-10-26,12.19,13.8,158.18803093249332,0.99,25,21974.69999999998,15197,2942.213468915
7,2023-10-26,13.23,14.24,49.799043224981126,0.99,25,21987.79999999999,20000,3628.334395325
8,2023-10-26,14.29,15.28,40.73098293941643,0.99,25,21974.69999999999,19041,3545.930415706
9,2023-10-26,15.33,16.32,36.46800715921866,0.99,25,21998.699999999986,20000,3539.74759268
10,2023-10-26,16.38,17.36,45.03736204526149,0.99,25,21964.99999999998,20000,3482.630668542
