i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,6.50,7.32,35.03102216979687,0.99,10,6970.599999999998,15380,2523.715802603
2,2023-10-26,7.58,8.41,36.468007159218665,0.99,10,6970.5999999999985,15732,2593.756808767
3,2023-10-26,9.3,9.46,22.063365587742435,0.99,9,6983.699999999998,15915,2561.144498201
4,2023-10-26,10.8,10.54,26.17420220118369,0.99,10,6970.5999999999985,16484,2728.846231654
5,2023-10-26,11.12,11.51,45.49228489420364,0.99,9,6956.5999999999985,13467,2336.19347296
6,2023-10-26,12.19,13.2,31.364614234404343,0.99,10,6970.5999999999985,15912,2603.139702874
7,2023-10-26,13.23,14.5,37.20845542211883,0.99,10,6970.5999999999985,15163,2529.957094288
8,2023-10-26,14.29,15.19,12.44164637377653,0.99,10,6970.5999999999985,20000,2989.474509044
9,2023-10-26,15.33,16.12,48.31996184215597,0.99,10,6970.599999999999,14338,2363.670347906
10,2023-10-26,16.38,17.20,29.529161695311696,0.99,10,6970.599999999998,15544,2527.376809069
